0,6040,6045.12,6765,6770.12,0
1,6040,6045.12,6770,6775.12,0
2,6040,6045.12,6775,6780.12,0
3,6040,6045.12,6780,6785.12,0
4,6040,6045.12,6785,6790.12,0
5,6040,6045.12,6790,6795.12,0
6,6040,6045.12,6795,6800.12,0
7,6040,6045.12,6800,6805.12,0
8,6040,6045.12,6805,6810.12,0
9,6040,6045.12,6810,6815.12,0
10,6040,6045.12,6815,6820.12,0
11,6040,6045.12,6820,6825.12,0
12,6040,6045.12,6825,6830.12,0
13,6040,6045.12,6830,6835.12,0
14,6040,6045.12,6835,6840.12,0
15,6040,6045.12,6840,6845.12,0
16,6040,6045.12,6845,6850.12,0
17,6040,6045.12,6850,6855.12,0
18,6040,6045.12,6855,6860.12,0
19,6040,6045.12,6860,6865.12,0
20,6045,6050.12,6765,6770.12,0
21,6045,6050.12,6770,6775.12,0
22,6045,6050.12,6775,6780.12,0
23,6045,6050.12,6780,6785.12,0
24,6045,6050.12,6785,6790.12,0
25,6045,6050.12,6790,6795.12,0
26,6045,6050.12,6795,6800.12,0
27,6045,6050.12,6800,6805.12,0
28,6045,6050.12,6805,6810.12,0
29,6045,6050.12,6810,6815.12,0
30,6045,6050.12,6815,6820.12,0
31,6045,6050.12,6820,6825.12,0
32,6045,6050.12,6825,6830.12,0
33,6045,6050.12,6830,6835.12,0
34,6045,6050.12,6835,6840.12,0
35,6045,6050.12,6840,6845.12,0
36,6045,6050.12,6845,6850.12,0
37,6045,6050.12,6850,6855.12,0
38,6045,6050.12,6855,6860.12,0
39,6045,6050.12,6860,6865.12,0
40,6050,6055.12,6765,6770.12,0
41,6050,6055.12,6770,6775.12,0
42,6050,6055.12,6775,6780.12,0
43,6050,6055.12,6780,6785.12,0
44,6050,6055.12,6785,6790.12,0
45,6050,6055.12,6790,6795.12,0
46,6050,6055.12,6795,6800.12,0
47,6050,6055.12,6800,6805.12,0
48,6050,6055.12,6805,6810.12,0
49,6050,6055.12,6810,6815.12,0
50,6050,6055.12,6815,6820.12,0
51,6050,6055.12,6820,6825.12,0
52,6050,6055.12,6825,6830.12,0
53,6050,6055.12,6830,6835.12,0
54,6050,6055.12,6835,6840.12,0
55,6050,6055.12,6840,6845.12,0
56,6050,6055.12,6845,6850.12,0
57,6050,6055.12,6850,6855.12,0
58,6050,6055.12,6855,6860.12,0
59,6050,6055.12,6860,6865.12,0
60,6055,6060.12,6765,6770.12,0
61,6055,6060.12,6770,6775.12,0
62,6055,6060.12,6775,6780.12,0
63,6055,6060.12,6780,6785.12,0
64,6055,6060.12,6785,6790.12,0
65,6055,6060.12,6790,6795.12,0
66,6055,6060.12,6795,6800.12,0
67,6055,6060.12,6800,6805.12,0
68,6055,6060.12,6805,6810.12,0
69,6055,6060.12,6810,6815.12,0
70,6055,6060.12,6815,6820.12,0
71,6055,6060.12,6820,6825.12,0
72,6055,6060.12,6825,6830.12,0
73,6055,6060.12,6830,6835.12,0
74,6055,6060.12,6835,6840.12,0
75,6055,6060.12,6840,6845.12,0
76,6055,6060.12,6845,6850.12,0
77,6055,6060.12,6850,6855.12,0
78,6055,6060.12,6855,6860.12,0
79,6055,6060.12,6860,6865.12,0
80,6060,6065.12,6765,6770.12,0
81,6060,6065.12,6770,6775.12,0
82,6060,6065.12,6775,6780.12,0
83,6060,6065.12,6780,6785.12,0
84,6060,6065.12,6785,6790.12,0
85,6060,6065.12,6790,6795.12,0
86,6060,6065.12,6795,6800.12,0
87,6060,6065.12,6800,6805.12,0
88,6060,6065.12,6805,6810.12,0
89,6060,6065.12,6810,6815.12,0
90,6060,6065.12,6815,6820.12,0
91,6060,6065.12,6820,6825.12,0
92,6060,6065.12,6825,6830.12,0
93,6060,6065.12,6830,6835.12,0
94,6060,6065.12,6835,6840.12,0
95,6060,6065.12,6840,6845.12,0
96,6060,6065.12,6845,6850.12,0
97,6060,6065.12,6850,6855.12,0
98,6060,6065.12,6855,6860.12,0
99,6060,6065.12,6860,6865.12,0
100,6065,6070.12,6765,6770.12,0
101,6065,6070.12,6770,6775.12,0
102,6065,6070.12,6775,6780.12,0
103,6065,6070.12,6780,6785.12,0
104,6065,6070.12,6785,6790.12,0
105,6065,6070.12,6790,6795.12,0
106,6065,6070.12,6795,6800.12,0
107,6065,6070.12,6800,6805.12,0
108,6065,6070.12,6805,6810.12,0
109,6065,6070.12,6810,6815.12,0
110,6065,6070.12,6815,6820.12,0
111,6065,6070.12,6820,6825.12,0
112,6065,6070.12,6825,6830.12,0
113,6065,6070.12,6830,6835.12,0
114,6065,6070.12,6835,6840.12,0
115,6065,6070.12,6840,6845.12,0
116,6065,6070.12,6845,6850.12,0
117,6065,6070.12,6850,6855.12,0
118,6065,6070.12,6855,6860.12,0
119,6065,6070.12,6860,6865.12,0
120,6070,6075.12,6765,6770.12,0
121,6070,6075.12,6770,6775.12,0
122,6070,6075.12,6775,6780.12,0
123,6070,6075.12,6780,6785.12,0
124,6070,6075.12,6785,6790.12,0
125,6070,6075.12,6790,6795.12,0
126,6070,6075.12,6795,6800.12,0
127,6070,6075.12,6800,6805.12,0
128,6070,6075.12,6805,6810.12,0
129,6070,6075.12,6810,6815.12,0
130,6070,6075.12,6815,6820.12,0
131,6070,6075.12,6820,6825.12,0
132,6070,6075.12,6825,6830.12,0
133,6070,6075.12,6830,6835.12,0
134,6070,6075.12,6835,6840.12,0
135,6070,6075.12,6840,6845.12,0
136,6070,6075.12,6845,6850.12,0
137,6070,6075.12,6850,6855.12,0
138,6070,6075.12,6855,6860.12,0
139,6070,6075.12,6860,6865.12,0
140,6075,6080.12,6765,6770.12,0
141,6075,6080.12,6770,6775.12,0
142,6075,6080.12,6775,6780.12,0
143,6075,6080.12,6780,6785.12,0
144,6075,6080.12,6785,6790.12,0
145,6075,6080.12,6790,6795.12,0
146,6075,6080.12,6795,6800.12,0
147,6075,6080.12,6800,6805.12,0
